record_id,date,school_id,grade,total_students,present_students,teacher_present,marked_by
ATT0004526,25-01-2026,SCH-0213,6,194,150,0,Clerk
ATT0018669,29-06-2025,SCH-0566,2,182,193,1,Headmaster
ATT0000461,31-03-2026,SCH-0263,5,150,111,1,Class Teacher
ATT0018649,03-06-2025,SCH-0484,4,55,46,1,Clerk
ATT0013432,12-12-2025,SCH-0204,6,136,127,1,Clerk
ATT0007114,16-04-2025,SCH-0286,4,235,157,1,Admin
ATT0014941,29-12-2025,SCH-0015,10,156,170,1,Headmaster
ATT0005847,02-06-2025,SCH-0521,7,143,123,1,Admin
ATT0000292,17-07-2025,SCH-0064,3,62,42,1,Not Recorded
ATT0008365,29-05-2025,SCH-0087,10,208,201,1,Headmaster
ATT0012558,29-05-2025,SCH-0242,3,137,131,1,Not Recorded
ATT0014273,03-04-2025,SCH-0336,5,174,136,1,Class Teacher
ATT0015144,30-12-2025,SCH-0162,6,300,283,1,Headmaster
ATT0014385,05-03-2026,SCH-0389,4,160,141,0,Headmaster
ATT0009871,08-05-2025,SCH-0332,8,158,151,1,Not Recorded
ATT0019589,10-01-2026,SCH-0488,1,115,102,0,Not Recorded
,05-06-2025,SCH-0542,8,265,169,0,Clerk
ATT0004045,20-08-2025,SCH-0274,1,49,34,1,Not Recorded
ATT0015009,06-03-2026,SCH-0287,6,94,87,1,Clerk
ATT0016351,31-12-2025,SCH-0035,7,255,185,0,Class Teacher
ATT0004098,01-10-2025,SCH-0111,8,135,88,0,Not Recorded
ATT0007418,04-01-2026,SCH-0301,1,105,90,0,Admin
ATT0014655,13-07-2025,SCH-0423,5,232,225,0,Class Teacher
ATT0008800,08-04-2025,SCH-0106,3,76,70,0,Headmaster
ATT0007200,18-08-2025,SCH-0014,3,71,53,1,Admin
ATT0011307,16-11-2025,SCH-0193,8,102,102,1,Admin
ATT0010478,09-01-2026,SCH-0263,4,190,121,1,Admin
ATT0017218,14-06-2025,SCH-0598,3,74,46,0,Headmaster
ATT0012511,06-09-2025,SCH-0431,2,102,92,0,Admin
ATT0013004,18-01-2026,SCH-0013,9,270,238,0,Headmaster
ATT0015249,13-12-2025,SCH-0150,7,88,57,0,Class Teacher
ATT0010343,28-03-2026,SCH-0515,4,121,92,1,Headmaster
ATT0018292,21-07-2025,SCH-0315,3,98,65,0,Class Teacher
ATT0000901,15-06-2025,SCH-0228,2,226,167,1,Admin
ATT0002280,05-12-2025,SCH-0441,9,144,118,1,Headmaster
ATT0010783,20-02-2026,SCH-0268,4,41,37,1,Clerk
ATT0009840,15-08-2025,SCH-0534,7,58,53,1,Not Recorded
ATT0013875,25-06-2025,SCH-0558,4,180,142,1,Class Teacher
ATT0015121,02-01-2026,SCH-0220,2,216,194,0,Headmaster
ATT0012444,15-11-2025,SCH-0264,3,95,66,0,Headmaster
ATT0000260,15-10-2025,SCH-0198,5,166,114,1,Headmaster
ATT0017512,15-04-2025,SCH-0495,9,108,102,1,Class Teacher
ATT0011678,05-02-2026,SCH-0250,5,286,246,0,Admin
ATT0018513,27-12-2025,SCH-0080,9,198,185,1,Clerk
ATT0001648,29-12-2025,SCH-0077,10,128,102,0,Not Recorded
ATT0019357,11-08-2025,SCH-0016,7,163,143,1,Clerk
ATT0002911,29-12-2025,SCH-0574,6,241,190,1,Headmaster
ATT0010306,21-08-2025,SCH-0323,4,48,35,1,Clerk
ATT0000231,13-10-2025,SCH-0442,2,240,149,0,Not Recorded
ATT0002982,28-08-2025,SCH-0560,2,153,138,1,Not Recorded
ATT0009290,23-07-2025,SCH-0100,3,49,40,1,Class Teacher
ATT0003560,19-08-2025,SCH-0528,5,217,186,1,Headmaster
ATT0018023,15-12-2025,SCH-0378,2,67,49,1,Headmaster
ATT0014760,10-04-2025,SCH-0153,3,231,151,0,Clerk
ATT0016075,14-10-2025,SCH-0591,5,146,115,1,Not Recorded
ATT0018054,19-10-2025,SCH-0159,2,234,234,1,Clerk
ATT0011652,20-01-2026,SCH-0086,4,93,61,1,Admin
ATT0010447,11-12-2025,SCH-0026,3,43,35,1,Headmaster
ATT0004310,05-05-2025,SCH-0192,9,293,235,0,Headmaster
ATT0016901,20-12-2025,SCH-0572,10,47,44,0,Class Teacher
ATT0015918,07-09-2025,SCH-0047,3,230,223,1,Class Teacher
ATT0016071,27-03-2026,SCH-0025,9,82,69,1,Headmaster
ATT0018566,13-02-2026,SCH-0074,1,65,54,0,Headmaster
ATT0014347,22-01-2026,SCH-0012,2,256,214,1,Headmaster
ATT0004405,01-03-2026,SCH-0510,5,207,166,0,Class Teacher
ATT0005149,30-11-2025,SCH-0055,4,169,141,1,Clerk
ATT0005223,05-03-2026,SCH-0512,1,286,269,1,Admin
ATT0014640,13-03-2026,SCH-0429,5,84,62,1,Headmaster
ATT0018015,04-09-2025,SCH-0359,7,250,259,0,Headmaster
ATT0006546,08-04-2025,SCH-0099,5,102,97,1,Headmaster
ATT0005501,05-01-2026,SCH-0140,2,116,72,1,Clerk
ATT0003902,20-06-2025,SCH-0449,5,251,256,1,Not Recorded
ATT0010331,26-06-2025,SCH-0407,8,252,176,1,Admin
ATT0017116,05-08-2025,SCH-0573,3,69,62,1,Class Teacher
ATT0003462,29-06-2025,SCH-0323,5,56,56,1,Headmaster
ATT0019111,04-08-2025,SCH-0139,7,266,224,1,Admin
ATT0009530,03-08-2025,SCH-0533,1,230,185,1,Headmaster
ATT0002627,18-03-2026,SCH-0121,1,208,164,0,Headmaster
ATT0009051,29-10-2025,SCH-0205,8,281,202,1,Headmaster
ATT0019648,28-03-2026,SCH-0561,8,191,130,1,Headmaster
ATT0019017,05-10-2025,SCH-0421,6,237,237,1,Headmaster
ATT0006280,10-02-2026,SCH-0535,8,251,251,1,Class Teacher
ATT0008064,03-12-2025,SCH-0370,10,196,196,1,Headmaster
ATT0019082,29-12-2025,SCH-0589,7,44,28,0,Class Teacher
ATT0010216,29-05-2025,SCH-0124,3,108,86,1,Not Recorded
ATT0014970,26-12-2025,SCH-0281,5,128,97,0,Headmaster
ATT0016005,06-01-2026,SCH-0326,7,200,160,0,Clerk
ATT0017692,09-01-2026,SCH-0246,2,126,101,0,Clerk
ATT0014593,24-08-2025,SCH-0016,2,258,192,1,Not Recorded
ATT0006708,26-12-2025,SCH-0338,4,140,105,0,Headmaster
ATT0018905,07-02-2026,SCH-0253,5,92,68,1,Class Teacher
ATT0011558,24-08-2025,SCH-0484,2,187,187,1,Admin
ATT0008770,27-09-2025,SCH-0025,6,291,224,0,Class Teacher
ATT0013442,22-03-2026,SCH-0206,3,275,295,1,Clerk
ATT0008395,21-08-2025,SCH-0315,3,103,65,1,Not Recorded
,14-09-2025,SCH-0039,2,202,202,1,Admin
ATT0010374,09-04-2025,SCH-0220,8,250,151,0,Admin
ATT0013043,18-06-2025,SCH-0387,2,55,51,1,Not Recorded
ATT0008214,30-07-2025,SCH-0129,6,73,57,0,Headmaster
ATT0004401,06-04-2025,SCH-0024,2,50,50,1,Not Recorded
ATT0015304,02-11-2025,SCH-0213,8,98,72,1,Clerk
ATT0002067,20-03-2026,SCH-0358,4,262,175,1,Headmaster
ATT0003690,05-12-2025,SCH-0547,5,271,168,1,Admin
ATT0007047,27-01-2026,SCH-0239,5,70,58,1,Clerk
ATT0008408,28-11-2025,SCH-0594,8,132,128,1,Headmaster
ATT0011294,24-08-2025,SCH-0579,7,251,251,1,Clerk
ATT0004446,21-01-2026,SCH-0339,8,94,59,1,Admin
ATT0011416,27-03-2026,SCH-0429,2,82,50,1,Headmaster
ATT0004169,09-11-2025,SCH-0593,5,188,188,1,Clerk
ATT0017594,17-10-2025,SCH-0403,6,133,82,1,Clerk
ATT0007600,13-02-2026,SCH-0583,7,224,182,0,Clerk
ATT0019154,28-11-2025,SCH-0144,4,169,107,1,Clerk
ATT0012528,12-07-2025,SCH-0370,7,192,118,1,Headmaster
ATT0012702,24-12-2025,SCH-0307,10,273,256,1,Headmaster
ATT0005001,05-05-2025,SCH-0066,2,79,51,1,Not Recorded
ATT0004166,27-10-2025,SCH-0045,2,188,117,0,Clerk
ATT0004967,06-05-2025,SCH-0323,1,94,88,0,Headmaster
ATT0014220,18-08-2025,SCH-0595,5,137,114,1,Not Recorded
ATT0011686,06-07-2025,SCH-0465,4,162,162,0,Admin
ATT0015993,30-07-2025,SCH-0380,2,113,107,0,Not Recorded
ATT0001958,10-02-2026,SCH-0221,4,127,89,1,Class Teacher
ATT0000488,17-08-2025,SCH-0111,10,79,79,1,Class Teacher
ATT0015975,05-10-2025,SCH-0252,4,57,73,1,Admin
ATT0013553,22-12-2025,SCH-0332,5,200,152,0,Headmaster
ATT0005733,26-05-2025,SCH-0274,1,212,198,0,Headmaster
ATT0011542,26-10-2025,SCH-0084,2,158,158,1,Class Teacher
ATT0008884,02-12-2025,SCH-0364,8,69,69,0,Not Recorded
ATT0012442,04-11-2025,SCH-0384,6,288,274,0,Admin
ATT0016219,25-11-2025,SCH-0555,1,257,188,0,Class Teacher
ATT0010207,09-06-2025,SCH-0579,4,120,120,1,Headmaster
ATT0003185,18-11-2025,SCH-0536,1,72,61,0,Headmaster
ATT0012889,16-02-2026,SCH-0027,3,71,53,0,Class Teacher
ATT0006203,19-08-2025,SCH-0335,6,44,31,0,Clerk
ATT0014308,02-11-2025,SCH-0594,3,233,142,1,Headmaster
ATT0013413,17-06-2025,SCH-0287,4,180,153,0,Admin
ATT0017199,03-06-2025,SCH-0152,3,51,43,0,Headmaster
ATT0002784,17-02-2026,SCH-0356,7,55,52,1,Admin
ATT0013572,06-03-2026,SCH-0093,8,90,99,1,Clerk
ATT0015132,12-11-2025,SCH-0354,8,115,95,1,Headmaster
ATT0004337,17-11-2025,SCH-0262,3,107,64,1,Admin
ATT0019911,20-03-2026,SCH-0593,3,225,190,1,Headmaster
ATT0007581,23-11-2025,SCH-0341,2,79,79,1,Headmaster
ATT0018187,07-06-2025,SCH-0076,5,192,152,0,Clerk
ATT0019202,15-10-2025,SCH-0229,2,101,70,1,Class Teacher
ATT0014531,04-01-2026,SCH-0436,5,140,100,0,Class Teacher
ATT0007956,16-10-2025,SCH-0576,10,81,49,0,Headmaster
ATT0001021,12-10-2025,SCH-0105,1,63,49,1,Headmaster
ATT0009327,26-10-2025,SCH-0486,6,252,229,1,Headmaster
ATT0013505,08-01-2026,SCH-0035,3,237,207,1,Headmaster
ATT0008374,23-11-2025,SCH-0305,3,273,273,1,Headmaster
ATT0007921,21-11-2025,SCH-0394,2,183,142,0,Not Recorded
ATT0015734,12-08-2025,SCH-0487,4,135,93,1,Class Teacher
ATT0003074,05-02-2026,SCH-0202,5,66,46,0,Headmaster
ATT0009247,01-07-2025,SCH-0077,3,274,250,1,Headmaster
ATT0013708,04-04-2025,SCH-0292,5,145,110,1,Headmaster
ATT0008171,27-07-2025,SCH-0259,2,299,246,1,Not Recorded
ATT0011720,25-09-2025,SCH-0455,4,81,72,1,Not Recorded
ATT0017241,14-07-2025,SCH-0160,2,192,152,1,Admin
ATT0009073,19-02-2026,SCH-0221,2,123,114,0,Headmaster
ATT0003818,15-09-2025,SCH-0087,4,286,173,1,Class Teacher
ATT0013226,07-04-2025,SCH-0392,8,187,143,1,Headmaster
ATT0003493,20-09-2025,SCH-0144,7,239,202,0,Class Teacher
ATT0016502,08-02-2026,SCH-0318,4,166,129,1,Admin
ATT0002737,11-12-2025,SCH-0329,2,226,243,1,Class Teacher
ATT0007776,17-12-2025,SCH-0499,9,266,161,1,Not Recorded
ATT0012695,22-07-2025,SCH-0231,8,233,146,1,Class Teacher
ATT0000135,19-05-2025,SCH-0059,2,70,43,0,Headmaster
ATT0012899,08-09-2025,SCH-0140,7,208,128,1,Headmaster
ATT0019636,20-11-2025,SCH-0339,3,157,94,1,Headmaster
ATT0005884,01-03-2026,SCH-0150,6,118,78,1,Admin
ATT0015080,02-02-2026,SCH-0026,4,158,132,1,Not Recorded
ATT0013555,03-10-2025,SCH-0509,1,145,125,1,Headmaster
ATT0013552,30-10-2025,SCH-0068,3,117,109,1,Admin
ATT0008524,11-04-2025,SCH-0258,8,63,49,1,Headmaster
ATT0017110,22-05-2025,SCH-0279,2,137,130,1,Headmaster
ATT0005611,12-09-2025,SCH-0526,3,148,92,1,Headmaster
ATT0004981,13-01-2026,SCH-0440,8,99,93,1,Clerk
ATT0008285,21-11-2025,SCH-0093,4,242,201,1,Headmaster
ATT0006671,04-12-2025,SCH-0222,6,225,153,0,Headmaster
ATT0012126,01-07-2025,SCH-0247,10,226,149,1,Admin
ATT0018439,25-05-2025,SCH-0167,7,280,237,0,Headmaster
ATT0016842,02-04-2025,SCH-0593,10,105,74,1,Class Teacher
ATT0003994,26-02-2026,SCH-0496,10,278,172,1,Not Recorded
ATT0012510,07-08-2025,SCH-0312,1,65,56,1,Admin
ATT0014991,28-05-2025,SCH-0074,8,181,201,1,Headmaster
ATT0005461,11-09-2025,SCH-0050,1,215,201,1,Headmaster
ATT0001580,29-01-2026,SCH-0131,7,196,169,1,Headmaster
ATT0019033,05-01-2026,SCH-0473,1,294,212,1,Not Recorded
ATT0002969,05-09-2025,SCH-0122,3,49,32,0,Clerk
ATT0017980,04-10-2025,SCH-0416,6,270,207,1,Class Teacher
ATT0003257,30-01-2026,SCH-0142,9,188,127,1,Admin
ATT0006479,31-07-2025,SCH-0449,2,212,139,0,Class Teacher
ATT0000486,27-07-2025,SCH-0027,2,122,88,1,Headmaster
ATT0007902,04-04-2025,SCH-0575,4,260,177,1,Headmaster
ATT0000968,31-08-2025,SCH-0028,7,242,193,1,Headmaster
ATT0003785,19-03-2026,SCH-0385,2,299,228,1,Not Recorded
ATT0018455,10-10-2025,SCH-0071,2,109,89,0,Clerk
ATT0010262,14-09-2025,SCH-0050,10,236,236,1,Headmaster
ATT0016069,26-12-2025,SCH-0381,7,258,212,0,Admin
ATT0010513,15-07-2025,SCH-0171,5,118,107,1,Class Teacher
ATT0012580,16-03-2026,SCH-0145,4,205,173,0,Class Teacher
ATT0001948,19-01-2026,SCH-0335,4,64,58,0,Headmaster
ATT0007229,12-06-2025,SCH-0113,4,111,69,1,Class Teacher
ATT0014603,13-05-2025,SCH-0134,6,277,167,1,Headmaster
ATT0002226,26-07-2025,SCH-0275,1,164,153,1,Headmaster
ATT0004372,18-06-2025,SCH-0437,4,113,82,1,Headmaster
ATT0010570,13-08-2025,SCH-0515,5,221,208,1,Headmaster
ATT0009274,30-06-2025,SCH-0009,5,288,213,0,Clerk
ATT0006391,29-10-2025,SCH-0479,4,122,122,1,Clerk
ATT0004004,16-06-2025,SCH-0333,9,178,120,0,Headmaster
ATT0017486,15-11-2025,SCH-0429,4,119,99,1,Admin
ATT0016477,28-06-2025,SCH-0415,10,277,182,1,Headmaster
ATT0004227,26-10-2025,SCH-0383,5,220,220,1,Headmaster
ATT0008933,25-03-2026,SCH-0494,10,245,239,1,Admin
ATT0013541,08-08-2025,SCH-0329,4,133,87,1,Not Recorded
ATT0012716,12-10-2025,SCH-0561,3,199,199,0,Clerk
ATT0007959,15-05-2025,SCH-0005,2,77,69,0,Admin
ATT0015950,17-08-2025,SCH-0530,1,249,227,1,Clerk
ATT0011757,09-07-2025,SCH-0346,1,258,258,1,Class Teacher
ATT0011656,05-04-2025,SCH-0467,1,193,134,0,Headmaster
ATT0014701,07-06-2025,SCH-0343,6,279,293,0,Clerk
ATT0017180,26-05-2025,SCH-0070,3,123,73,0,Headmaster
ATT0004885,12-04-2025,SCH-0559,5,264,249,1,Not Recorded
ATT0010676,30-09-2025,SCH-0256,3,279,194,0,Headmaster
ATT0006242,17-10-2025,SCH-0254,3,259,228,0,Class Teacher
ATT0004008,30-10-2025,SCH-0402,5,289,196,1,Class Teacher
ATT0002550,23-10-2025,SCH-0351,8,72,45,1,Headmaster
ATT0018564,28-01-2026,SCH-0104,7,194,186,1,Headmaster
ATT0018300,17-06-2025,SCH-0267,5,234,152,1,Not Recorded
ATT0012962,25-09-2025,SCH-0283,3,235,179,0,Clerk
ATT0014797,24-04-2025,SCH-0320,4,66,40,1,Admin
ATT0017278,27-01-2026,SCH-0333,5,176,167,1,Clerk
ATT0018849,17-07-2025,SCH-0422,4,278,247,0,Class Teacher
ATT0015780,04-05-2025,SCH-0244,4,298,298,1,Admin
ATT0013757,05-02-2026,SCH-0595,9,43,34,1,Not Recorded
ATT0016137,16-02-2026,SCH-0009,7,189,175,1,Headmaster
ATT0019505,17-08-2025,SCH-0330,5,187,187,1,Headmaster
ATT0008087,26-05-2025,SCH-0003,8,130,124,1,Not Recorded
ATT0006587,14-05-2025,SCH-0238,10,180,172,0,Admin
ATT0007140,09-09-2025,SCH-0597,10,238,218,1,Clerk
ATT0008958,15-07-2025,SCH-0362,3,156,98,0,Class Teacher
ATT0019840,01-07-2025,SCH-0521,2,214,131,1,Admin
ATT0002905,24-08-2025,SCH-0550,7,196,135,1,Headmaster
ATT0015618,04-06-2025,SCH-0466,6,287,246,1,Class Teacher
ATT0006504,24-04-2025,SCH-0061,1,263,207,1,Admin
ATT0017930,27-01-2026,SCH-0046,9,120,82,1,Headmaster
ATT0013244,15-12-2025,SCH-0347,4,161,106,0,Headmaster
ATT0000602,04-06-2025,SCH-0082,2,156,151,1,Headmaster
ATT0008092,28-07-2025,SCH-0076,1,127,92,0,Headmaster
ATT0010301,15-09-2025,SCH-0345,2,92,82,1,Not Recorded
ATT0004725,03-08-2025,SCH-0188,1,258,160,0,Clerk
ATT0016536,15-06-2025,SCH-0276,8,246,246,1,Not Recorded
ATT0004630,04-09-2025,SCH-0443,2,147,133,1,Headmaster
ATT0013403,10-10-2025,SCH-0387,4,257,242,0,Admin
ATT0004565,10-04-2025,SCH-0033,2,64,53,0,Headmaster
ATT0002168,18-06-2025,SCH-0555,10,206,151,1,Clerk
ATT0008633,04-12-2025,SCH-0028,5,219,201,1,Clerk
ATT0018041,02-03-2026,SCH-0252,5,127,83,0,Headmaster
ATT0009786,06-10-2025,SCH-0061,7,102,74,1,Headmaster
ATT0018555,12-01-2026,SCH-0405,1,274,194,1,Headmaster
ATT0004450,01-02-2026,SCH-0459,4,98,63,0,Not Recorded
ATT0012093,13-10-2025,SCH-0165,4,253,197,1,Class Teacher
ATT0005997,20-02-2026,SCH-0387,6,254,166,1,Clerk
ATT0017688,30-10-2025,SCH-0108,1,60,57,1,Not Recorded
ATT0017924,12-12-2025,SCH-0526,10,124,102,1,Headmaster
ATT0010734,06-12-2025,SCH-0158,6,247,220,0,Headmaster
ATT0002625,19-04-2025,SCH-0424,2,121,73,1,Clerk
,29-06-2025,SCH-0302,3,162,162,1,Class Teacher
ATT0012893,22-04-2025,SCH-0392,3,207,220,1,Not Recorded
ATT0002546,08-12-2025,SCH-0466,6,43,34,1,Headmaster
ATT0007458,13-06-2025,SCH-0399,5,255,163,1,Not Recorded
ATT0013245,16-06-2025,SCH-0560,1,250,190,1,Headmaster
ATT0016431,20-09-2025,SCH-0352,2,230,250,0,Headmaster
ATT0000742,20-09-2025,SCH-0463,10,290,281,1,Headmaster
ATT0000412,27-08-2025,SCH-0475,8,123,129,1,Clerk
ATT0008795,08-10-2025,SCH-0326,2,181,158,1,Admin
ATT0018075,29-07-2025,SCH-0106,2,198,154,0,Headmaster
ATT0016425,16-09-2025,SCH-0096,10,255,177,1,Headmaster
ATT0016570,09-12-2025,SCH-0493,5,56,48,1,Headmaster
ATT0014359,01-03-2026,SCH-0544,5,54,54,1,Not Recorded
ATT0008411,30-06-2025,SCH-0070,2,252,222,1,Class Teacher
ATT0002498,22-08-2025,SCH-0144,5,47,41,1,Headmaster
,22-05-2025,SCH-0464,2,213,177,1,Headmaster
ATT0008523,04-08-2025,SCH-0385,1,241,158,1,Headmaster
ATT0015617,13-11-2025,SCH-0445,1,181,159,1,Headmaster
ATT0016208,18-08-2025,SCH-0169,3,195,190,0,Class Teacher
ATT0002761,20-12-2025,SCH-0185,3,85,94,1,Not Recorded
ATT0002076,17-10-2025,SCH-0162,1,198,132,1,Class Teacher
ATT0012191,01-03-2026,SCH-0403,3,51,43,1,Class Teacher
ATT0012121,23-09-2025,SCH-0259,10,241,214,1,Not Recorded
ATT0018391,14-11-2025,SCH-0492,9,283,261,1,Not Recorded
ATT0004111,04-05-2025,SCH-0170,5,97,97,1,Class Teacher
ATT0007111,25-11-2025,SCH-0480,7,224,144,0,Headmaster
ATT0019198,28-05-2025,SCH-0507,2,288,263,1,Admin
ATT0003106,12-04-2025,SCH-0249,9,181,170,1,Headmaster
ATT0014078,17-02-2026,SCH-0045,3,188,180,1,Admin
ATT0007585,09-10-2025,SCH-0402,1,44,35,1,Not Recorded
ATT0003148,20-03-2026,SCH-0547,5,157,108,1,Headmaster
ATT0005358,18-10-2025,SCH-0303,3,254,159,0,Admin
ATT0017012,05-06-2025,SCH-0106,6,286,275,1,Headmaster
ATT0000287,25-07-2025,SCH-0056,10,285,200,1,Class Teacher
ATT0018957,06-11-2025,SCH-0096,1,61,52,0,Clerk
ATT0001324,02-07-2025,SCH-0578,8,130,86,0,Admin
ATT0008782,02-02-2026,SCH-0207,6,90,77,1,Headmaster
ATT0013252,18-08-2025,SCH-0199,5,183,114,0,Clerk
ATT0008500,20-07-2025,SCH-0207,8,292,202,1,Clerk
ATT0003503,15-04-2025,SCH-0098,2,211,176,1,Clerk
ATT0000073,31-03-2026,SCH-0509,6,186,124,1,Headmaster
ATT0019793,28-10-2025,SCH-0020,8,221,210,0,Headmaster
ATT0000411,08-02-2026,SCH-0200,3,261,212,1,Headmaster
ATT0008728,04-04-2025,SCH-0595,1,214,151,0,Headmaster
ATT0002079,05-07-2025,SCH-0525,8,113,90,1,Headmaster
ATT0002013,01-03-2026,SCH-0238,4,181,181,1,Headmaster
ATT0008577,24-08-2025,SCH-0380,8,265,198,1,Admin
ATT0015611,20-08-2025,SCH-0198,1,289,268,0,Clerk
ATT0008293,08-06-2025,SCH-0549,2,115,115,1,Headmaster
ATT0008143,14-04-2025,SCH-0474,1,263,173,1,Headmaster
ATT0001600,18-02-2026,SCH-0233,7,144,104,1,Not Recorded
ATT0002523,22-01-2026,SCH-0554,4,211,189,0,Class Teacher
ATT0004394,10-03-2026,SCH-0278,1,56,36,0,Headmaster
ATT0006182,30-11-2025,SCH-0207,8,54,37,1,Class Teacher
ATT0013023,09-04-2025,SCH-0263,5,108,105,1,Headmaster
ATT0016930,01-04-2025,SCH-0319,2,221,173,0,Class Teacher
ATT0009190,05-03-2026,SCH-0391,5,221,139,1,Not Recorded
ATT0018363,09-05-2025,SCH-0275,6,147,126,1,Clerk
ATT0017255,30-03-2026,SCH-0340,4,152,102,0,Class Teacher
ATT0004059,11-05-2025,SCH-0460,2,291,305,1,Admin
ATT0005865,12-11-2025,SCH-0111,2,49,41,1,Admin
ATT0012310,14-06-2025,SCH-0062,10,174,124,1,Clerk
ATT0016109,04-06-2025,SCH-0484,7,274,235,0,Headmaster
ATT0015447,23-10-2025,SCH-0386,2,96,58,1,Headmaster
ATT0009758,21-02-2026,SCH-0307,5,45,41,0,Admin
ATT0008366,22-12-2025,SCH-0208,2,273,292,1,Clerk
ATT0019273,20-09-2025,SCH-0353,6,167,108,1,Not Recorded
ATT0009381,18-12-2025,SCH-0161,1,41,27,1,Clerk
ATT0014111,08-10-2025,SCH-0033,1,100,88,1,Headmaster
ATT0006813,23-01-2026,SCH-0102,3,270,246,1,Class Teacher
ATT0016938,04-07-2025,SCH-0521,2,244,226,1,Class Teacher
ATT0002299,25-04-2025,SCH-0078,5,137,117,1,Headmaster
ATT0003169,24-08-2025,SCH-0418,9,182,167,0,Clerk
ATT0008029,20-11-2025,SCH-0586,4,94,63,0,Class Teacher
ATT0010585,10-10-2025,SCH-0554,1,271,170,1,Headmaster
ATT0007970,09-07-2025,SCH-0548,9,186,186,1,Not Recorded
ATT0004102,09-05-2025,SCH-0140,6,199,193,0,Not Recorded
,02-05-2025,SCH-0490,5,207,202,0,Headmaster
ATT0009091,24-12-2025,SCH-0456,5,237,213,1,Clerk
ATT0004511,29-08-2025,SCH-0080,4,260,249,1,Headmaster
ATT0007900,10-11-2025,SCH-0282,3,235,194,0,Not Recorded
ATT0010870,09-01-2026,SCH-0049,3,169,116,1,Not Recorded
ATT0017359,01-09-2025,SCH-0460,1,228,204,1,Clerk
ATT0009120,14-04-2025,SCH-0346,1,248,160,1,Headmaster
ATT0001072,05-05-2025,SCH-0515,9,103,82,0,Admin
ATT0014773,23-10-2025,SCH-0339,8,57,37,1,Headmaster
ATT0008966,30-07-2025,SCH-0128,4,254,245,1,Headmaster
ATT0003530,13-06-2025,SCH-0022,5,278,193,0,Clerk
ATT0019503,03-11-2025,SCH-0561,7,111,120,1,Headmaster
ATT0011637,09-12-2025,SCH-0477,1,169,156,1,Not Recorded
ATT0002831,19-01-2026,SCH-0069,9,198,125,0,Clerk
ATT0004392,27-05-2025,SCH-0570,4,163,116,0,Headmaster
ATT0002715,01-11-2025,SCH-0170,4,96,91,1,Headmaster
ATT0002046,26-03-2026,SCH-0532,8,281,168,1,Admin
ATT0016079,24-06-2025,SCH-0020,3,252,159,1,Clerk
ATT0012877,07-10-2025,SCH-0163,8,256,158,1,Admin
,05-10-2025,SCH-0079,9,195,162,0,Class Teacher
ATT0019110,07-11-2025,SCH-0243,9,68,56,0,Headmaster
ATT0007665,27-09-2025,SCH-0186,4,166,181,0,Not Recorded
ATT0000206,04-05-2025,SCH-0287,7,71,54,1,Admin
ATT0009459,08-05-2025,SCH-0547,4,54,42,1,Admin
ATT0013602,15-05-2025,SCH-0443,2,134,117,1,Admin
ATT0018716,02-07-2025,SCH-0512,4,164,152,1,Not Recorded
ATT0013830,07-02-2026,SCH-0124,5,197,152,0,Headmaster
ATT0016051,20-09-2025,SCH-0379,5,109,75,1,Clerk
ATT0013100,05-02-2026,SCH-0378,5,64,61,0,Admin
ATT0017408,15-04-2025,SCH-0570,2,128,99,1,Not Recorded
ATT0007725,31-10-2025,SCH-0216,4,162,137,1,Admin
ATT0002678,08-09-2025,SCH-0418,4,189,182,1,Headmaster
ATT0017193,10-01-2026,SCH-0385,5,70,58,0,Clerk
ATT0012507,22-11-2025,SCH-0245,7,293,293,1,Headmaster
ATT0019354,02-04-2025,SCH-0111,2,193,139,1,Admin
ATT0004326,29-08-2025,SCH-0351,3,204,141,1,Headmaster
ATT0001732,06-09-2025,SCH-0027,2,177,117,0,Clerk
ATT0015158,25-07-2025,SCH-0402,4,60,51,1,Headmaster
ATT0014069,15-11-2025,SCH-0459,8,128,123,1,Clerk
ATT0004689,21-10-2025,SCH-0469,6,186,130,1,Headmaster
ATT0000698,20-10-2025,SCH-0435,2,207,184,1,Headmaster
ATT0001006,26-06-2025,SCH-0144,5,175,168,1,Headmaster
ATT0012713,14-03-2026,SCH-0437,7,217,147,1,Not Recorded
ATT0014413,02-07-2025,SCH-0376,1,242,195,1,Admin
ATT0014967,16-12-2025,SCH-0240,8,72,55,0,Not Recorded
ATT0002772,12-05-2025,SCH-0458,3,282,232,1,Headmaster
ATT0011687,01-08-2025,SCH-0295,9,284,243,1,Headmaster
ATT0006905,29-09-2025,SCH-0513,6,123,93,0,Headmaster
ATT0018498,26-12-2025,SCH-0484,6,81,76,1,Class Teacher
ATT0015416,17-02-2026,SCH-0208,3,99,76,1,Headmaster
ATT0004547,22-08-2025,SCH-0360,8,233,204,1,Headmaster
ATT0013721,29-07-2025,SCH-0283,7,293,197,1,Not Recorded
ATT0018008,13-10-2025,SCH-0534,7,223,167,0,Admin
ATT0012340,03-03-2026,SCH-0306,4,50,42,1,Clerk
ATT0001030,08-05-2025,SCH-0326,10,55,40,1,Class Teacher
ATT0011343,27-09-2025,SCH-0124,1,210,128,1,Not Recorded
ATT0013083,21-08-2025,SCH-0063,1,271,170,1,Headmaster
ATT0016993,30-01-2026,SCH-0039,5,64,48,1,Admin
